Date,Time,Area Name,Road/Intersection Name,Traffic Volume,Average Speed,Travel Time Index,Congestion Level,Road Capacity Utilization,Incident Reports,Environmental Impact,Public Transport Usage,Traffic Signal Compliance,Parking Usage,Pedestrian and Cyclist Count,Weather Conditions,Temperature,Roadwork and Construction Activity,Searches,Searches which got estimate,Searches for Quotes,Searches which got Quotes,Bookings,Completed Trips,Search-to-estimate Rate,Estimate-to-search for quotes Rate,Quote Acceptance Rate,Quote-to-booking Rate,Cancelled Bookings,Booking Cancellation Rate,Conversion Rate,Drivers' Earnings,Average Distance per Trip (km),Average Fare per Trip,Distance Travelled (km),latitude,longitude,h3_index,event name,event type,event importance
28-01-2024,09:45,Indiranagar,CMH Road,610,40.4,1.49,22.7,12.2,1,162.7,11,94,91,38,Cloudy,27.2,1,385,349,274,244,184,157,0.906,0.891,0.754,0.754,27,0.147,0.408,22915.91,4.67,125.54,733.19,12.971032,77.643665,8986d88449bffff,No Event,No Event,0.0
28-01-2024,10:00,Banashankari,Kanakapura Road,909,45.6,1.32,24.0,18.2,2,146.2,4,84,61,31,Clear,29.5,1,320,299,267,240,168,128,0.934,0.899,0.7,0.7,40,0.238,0.4,7459.21,6.97,119.41,892.16,12.92234,77.568681,8986dd49a87ffff,No Event,No Event,0.0
28-01-2024,14:30,Indiranagar,12th Main Road,114,56.4,1.06,8.3,2.3,1,147.7,30,80,73,29,Clear,31.0,0,329,291,284,240,193,177,0.884,0.845,0.804,0.804,16,0.083,0.538,18892.89,7.1,114.16,1256.7,12.975982,77.639454,8986d88460fffff,No Event,No Event,0.0
28-01-2024,14:45,Hebbal,Outer Ring Road,358,47.3,1.27,16.0,7.2,0,151.0,27,92,52,21,Clear,31.1,0,414,384,237,192,134,131,0.928,0.81,0.698,0.698,3,0.022,0.316,6241.3,4.36,96.65,571.16,13.038659,77.593581,8986d886abbffff,Classical Music Recital  Hebbal,Cultural,0.6
28-01-2024,17:00,Banashankari,Banashankari Temple Road,735,43.7,1.37,22.7,14.7,0,185.9,33,90,72,38,Clear,31.5,0,999,868,689,626,595,508,0.869,0.909,0.95,0.95,87,0.146,0.509,167717.82,9.47,155.45,4810.76,12.916818,77.575111,8986d886983ffff,"RCB Premier Match  M. Chinnaswamy Stadium, Banashankari",Sports,0.74
28-01-2024,17:30,MG Road,Residency Road,774,62.1,1.0,14.0,15.5,0,142.3,46,99,23,19,Cloudy,26.4,0,463,441,271,226,220,168,0.952,0.834,0.973,0.973,52,0.236,0.363,36173.03,5.29,140.2,888.72,12.973762,77.606938,8986d886e6fffff,Classical Music Recital  MG Road,Cultural,0.53
28-01-2024,18:15,Electronic City,Wipro Gate,764,51.1,1.17,19.4,15.3,0,152.6,17,89,42,35,Clear,31.2,0,152,131,98,97,85,77,0.862,0.99,0.876,0.876,8,0.094,0.507,5024.24,9.7,144.62,746.9,12.839326,77.666968,8986d894bd7ffff,Major Bengaluru Event  Electronic City,Local,0.73
28-01-2024,18:45,HSR Layout,17th Cross Road,395,54.5,1.1,12.9,7.9,0,145.1,47,94,25,33,Cloudy,25.4,0,40,34,27,22,20,17,0.85,0.815,0.909,0.909,3,0.15,0.425,1767.24,5.7,102.7,96.9,12.910251,77.639594,8986d88653bffff,No Event,No Event,0.0
28-01-2024,18:45,Yeshwanthpur,Orion Mall Road,485,48.3,1.24,17.2,9.7,0,143.1,35,97,94,30,Clear,31.0,0,999,862,719,647,640,472,0.863,0.9,0.989,0.989,168,0.263,0.472,98452.81,5.57,141.78,2629.04,13.021283,77.553891,8986d8b3443ffff,Art & Design Fair  Yeshwanthpur,Exhibition,0.59
28-01-2024,20:00,JP Nagar,15th Cross Road,646,52.3,1.15,17.2,12.9,0,143.6,13,90,79,4,Rain,21.6,0,628,559,342,320,313,293,0.89,0.936,0.978,0.978,20,0.064,0.467,55784.0,4.31,107.07,1262.83,12.889746,77.584255,8986d884cc7ffff,City Cultural Event  JP Nagar,Local,0.65
28-01-2024,20:00,MG Road,MG Road,658,48.8,1.23,19.2,13.2,0,152.5,22,89,84,45,Cloudy,25.5,0,500,456,436,369,315,265,0.912,0.846,0.854,0.854,50,0.159,0.53,15027.53,2.3,56.7,609.5,12.976004,77.606737,8986d884537ffff,No Event,No Event,0.0
28-01-2024,22:00,Electronic City,Velankani Junction,171,51.4,1.17,11.5,3.4,0,152.2,21,89,76,28,Rain,21.1,0,57,51,41,35,29,26,0.895,0.854,0.829,0.829,3,0.103,0.456,2686.81,5.37,125.42,139.62,12.836427,77.669637,8986d8875a3ffff,No Event,No Event,0.0
29-01-2024,00:00,Ulsoor,Old Madras Road,173,58.2,1.03,8.1,3.5,3,162.2,18,82,61,29,Clear,32.5,0,192,163,146,136,72,53,0.849,0.932,0.529,0.529,19,0.264,0.276,2427.56,6.29,114.85,333.37,12.984844,77.616614,8986dd49267ffff,No Event,No Event,0.0
29-01-2024,09:30,Marathahalli,Outer Ring Road,436,53.6,1.12,13.9,8.7,0,145.5,50,98,93,2,Light Rain,25.4,0,105,95,60,52,26,19,0.905,0.867,0.5,0.5,7,0.269,0.181,2029.81,4.41,114.76,83.79,12.951012,77.696949,8986d880d77ffff,No Event,No Event,0.0
29-01-2024,17:15,Rajajinagar,Industrial Town Road,407,52.4,1.15,14.1,8.1,0,142.1,25,84,92,23,Clear,32.3,0,140,132,124,110,92,83,0.943,0.887,0.836,0.836,9,0.098,0.593,2710.82,7.12,120.29,590.96,12.992022,77.547103,8986d8b34abffff,No Event,No Event,0.0
29-01-2024,17:15,MG Road,Residency Road,828,51.1,1.17,20.2,16.6,0,145.4,33,93,47,13,Fog,20.0,1,607,579,457,416,352,271,0.954,0.91,0.846,0.846,81,0.23,0.446,36457.33,7.12,135.31,1929.52,12.973762,77.606938,8986d886e6fffff,No Event,No Event,0.0
29-01-2024,18:15,KR Puram,Tin Factory Junction,634,50.0,1.2,18.2,12.7,0,149.6,39,98,49,33,Clear,29.2,0,262,236,221,212,140,125,0.901,0.959,0.66,0.66,15,0.107,0.477,9064.46,2.38,66.8,297.5,12.99947,77.691625,8986d88747bffff,City Cultural Event  KR Puram,Sports,0.44
29-01-2024,20:00,JP Nagar,Outer Ring Road,497,62.9,1.0,10.0,9.9,1,143.0,38,99,88,36,Clear,31.7,1,84,77,57,53,43,38,0.917,0.93,0.811,0.811,5,0.116,0.452,3510.3,2.16,52.03,82.08,12.891176,77.584603,8986d886867ffff,No Event,No Event,0.0
29-01-2024,22:15,Whitefield,Whitefield Main Road,357,58.5,1.03,10.4,7.1,2,164.3,23,86,50,2,Cloudy,25.1,0,446,387,282,240,237,218,0.868,0.851,0.988,0.988,19,0.08,0.489,42752.8,7.39,112.9,1611.02,12.969828,77.748407,8986d882e3bffff,"Global Music Festival  Koramangala Indoor Stadium, Whitefield",Concert,0.7
30-01-2024,00:15,Jayanagar,9th Main Road,156,37.8,1.59,18.1,3.1,0,163.5,36,99,66,9,Storm,20.5,0,129,123,84,74,68,53,0.953,0.881,0.919,0.919,15,0.221,0.411,6847.61,5.24,117.09,277.72,12.920951,77.594044,8986d88412bffff,College Fest  Jayanagar,Local,0.23
30-01-2024,00:30,Whitefield,Hope Farm Circle,274,47.2,1.27,15.0,5.5,0,144.0,23,97,43,23,Storm,19.8,0,507,456,400,376,343,266,0.899,0.94,0.912,0.912,77,0.224,0.525,22749.93,3.39,72.03,901.74,12.965961,77.748674,8986d895153ffff,College Fest  Whitefield,Local,0.3
30-01-2024,08:00,Rajajinagar,Malleswaram Link Road,627,45.4,1.32,20.5,12.5,0,153.7,31,92,78,2,Clear,30.6,1,221,209,162,135,101,79,0.946,0.833,0.748,0.748,22,0.218,0.357,4739.68,7.32,108.48,578.28,12.992758,77.544283,8986dd49b7bffff,No Event,No Event,0.0
30-01-2024,08:45,Ulsoor,Cambridge Layout Road,320,69.4,1.0,4.5,6.4,0,154.6,22,90,49,10,Clear,31.7,0,235,210,197,187,139,113,0.894,0.949,0.743,0.743,26,0.187,0.481,11355.57,5.6,103.14,632.8,12.978999,77.624157,8986d8845c3ffff,No Event,No Event,0.0
30-01-2024,09:00,Basavanagudi,DVG Road,500,43.3,1.39,19.9,10.0,1,172.8,37,82,39,15,Cloudy,24.3,0,229,216,175,163,143,114,0.943,0.931,0.877,0.877,29,0.203,0.498,4938.26,5.89,143.13,671.46,12.943109,77.568541,8986dd49a0bffff,Local Band Night  Basavanagudi,Concert,0.36
30-01-2024,09:00,Koramangala,Sony World Junction,441,44.1,1.36,18.7,8.8,0,183.8,64,85,93,42,Clear,29.0,0,999,861,579,477,386,279,0.862,0.824,0.809,0.809,107,0.277,0.279,41595.99,5.08,132.45,1417.32,12.933476,77.620954,8986d88454bffff,Neighborhood Festivity  Koramangala,Cultural,0.24
30-01-2024,14:45,KR Puram,KR Puram Hanging Bridge,252,47.4,1.27,14.6,5.0,0,154.6,22,81,59,5,Cloudy,26.8,0,61,55,39,35,31,24,0.902,0.897,0.886,0.886,7,0.226,0.393,2875.65,3.24,96.7,77.76,13.006038,77.699664,8986d895d73ffff,No Event,No Event,0.0
30-01-2024,17:30,Ulsoor,Old Madras Road,752,49.8,1.2,19.9,15.0,0,146.6,19,88,27,9,Clear,30.3,0,63,59,36,32,17,13,0.937,0.889,0.531,0.531,4,0.235,0.206,1240.3,3.04,108.32,39.52,12.984844,77.616614,8986dd49267ffff,No Event,No Event,0.0
30-01-2024,18:30,Whitefield,ITPL Main Road,670,52.1,1.15,17.7,13.4,1,153.3,30,90,54,38,Cloudy,26.9,0,99,89,71,70,66,60,0.899,0.986,0.943,0.943,6,0.091,0.606,4431.17,4.53,126.27,271.8,12.972544,77.75054,8986d882c0bffff,Neighborhood Event  Whitefield,No Event,0.12
30-01-2024,18:30,Ulsoor,Ulsoor Lake Road,948,52.2,1.15,21.2,19.0,0,154.9,15,89,42,7,Cloudy,24.5,0,110,104,65,58,45,35,0.945,0.892,0.776,0.776,10,0.222,0.318,1984.85,6.26,121.58,219.1,12.983273,77.617488,8986d886ecfffff,"Bengaluru Tech Summit  Palace Grounds, Ulsoor",Exhibition,0.75
30-01-2024,18:30,KR Puram,Mahadevapura Road,591,39.4,1.52,23.0,11.8,1,173.5,32,96,76,10,Fog,20.7,0,213,204,136,124,94,73,0.958,0.912,0.758,0.758,21,0.223,0.343,3379.93,3.16,111.57,230.68,12.999746,77.700032,8986d895d17ffff,City Cultural Event  KR Puram,Sports,0.64
30-01-2024,20:15,Jayanagar,9th Main Road,481,40.5,1.48,21.0,9.6,0,169.3,15,98,34,22,Clear,30.3,0,623,594,457,449,405,283,0.953,0.982,0.902,0.902,122,0.301,0.454,54657.39,8.43,136.95,2385.69,12.920951,77.594044,8986d88412bffff,RockFusion Live Show  Jayanagar,Concert,0.67
30-01-2024,20:15,Whitefield,Hope Farm Circle,861,41.8,1.44,25.3,17.2,0,181.7,42,82,74,37,Clear,28.0,0,470,417,297,269,196,181,0.887,0.906,0.729,0.729,15,0.077,0.385,19537.43,6.44,127.88,1165.64,12.965961,77.748674,8986d895153ffff,No Event,No Event,0.0
30-01-2024,20:30,KR Puram,Mahadevapura Road,971,59.6,1.01,17.8,19.4,2,163.7,43,82,60,8,Clear,28.3,0,501,468,307,253,238,178,0.934,0.824,0.941,0.941,60,0.252,0.355,8512.31,4.76,113.08,847.28,12.999746,77.700032,8986d895d17ffff,"RCB Premier Match  M. Chinnaswamy Stadium, KR Puram",Sports,0.72
30-01-2024,20:30,KR Puram,Mahadevapura Road,533,47.4,1.27,18.2,10.7,1,165.3,47,87,63,21,Clear,31.2,0,209,182,155,148,101,85,0.871,0.955,0.682,0.682,16,0.158,0.407,8052.3,2.75,70.65,233.75,12.999746,77.700032,8986d895d17ffff,No Event,No Event,0.0
31-01-2024,00:30,Ulsoor,Ulsoor Lake Road,376,44.6,1.35,17.6,7.5,0,179.1,10,98,80,11,Light Rain,25.2,0,452,392,275,222,173,144,0.867,0.807,0.779,0.779,29,0.168,0.319,6566.06,6.53,148.27,940.32,12.983273,77.617488,8986d886ecfffff,Tech Connect Expo  Ulsoor,Exhibition,0.68
31-01-2024,08:45,Hebbal,Bellary Road,886,51.9,1.16,20.6,17.7,0,165.2,16,90,53,35,Cloudy,25.4,0,230,213,153,138,106,79,0.926,0.902,0.768,0.768,27,0.255,0.343,5796.68,2.39,69.65,188.81,13.033853,77.589136,8986d88412fffff,No Event,No Event,0.0
31-01-2024,09:00,KR Puram,Mahadevapura Road,1025,41.7,1.44,27.5,20.5,2,174.3,40,94,88,3,Clear,31.9,0,999,969,642,582,576,493,0.97,0.907,0.99,0.99,83,0.144,0.493,92247.58,4.51,95.97,2223.43,12.999746,77.700032,8986d895d17ffff,"Bengaluru Tech Summit  Palace Grounds, KR Puram",Exhibition,0.72
31-01-2024,09:45,Malleshwaram,Sampige Road,537,44.5,1.35,19.7,10.7,2,172.3,50,84,39,25,Clear,29.8,1,142,130,121,110,72,67,0.915,0.909,0.655,0.655,5,0.069,0.472,3212.94,3.81,108.68,255.27,13.012711,77.57033,8986d886bb7ffff,No Event,No Event,0.0
31-01-2024,09:45,MG Road,Cubbon Road,1076,27.3,2.2,35.3,21.5,1,205.9,53,83,55,31,Rain,23.9,0,534,486,406,378,330,300,0.91,0.931,0.873,0.873,30,0.091,0.562,29988.52,3.44,73.3,1032.0,12.982792,77.609928,8986dd493cbffff,City Cultural Event  MG Road,Local,0.55
31-01-2024,10:00,Whitefield,Whitefield Main Road,834,38.9,1.54,26.4,16.7,1,162.4,25,97,95,37,Clear,28.7,0,999,936,853,745,681,519,0.937,0.873,0.914,0.914,162,0.238,0.52,135742.16,8.87,150.61,4603.53,12.969828,77.748407,8986d882e3bffff,City Cultural Event  Whitefield,Sports,0.58
31-01-2024,10:30,BTM Layout,Outer Ring Road,529,35.8,1.68,24.0,10.6,2,175.5,40,86,52,21,Rain,21.5,0,133,124,120,107,93,89,0.932,0.892,0.869,0.869,4,0.043,0.669,14415.26,5.81,105.97,517.09,12.910772,77.60794,8986dd49027ffff,"RCB Premier Match  M. Chinnaswamy Stadium, BTM Layout",Sports,0.75
31-01-2024,14:00,Indiranagar,CMH Road,241,52.2,1.15,12.0,4.8,1,159.0,25,84,71,48,Clear,32.3,0,290,266,191,157,93,73,0.917,0.822,0.592,0.592,20,0.215,0.252,4036.83,7.65,150.38,558.45,12.971032,77.643665,8986d88449bffff,No Event,No Event,0.0
31-01-2024,14:15,HSR Layout,17th Cross Road,193,64.0,1.0,5.5,3.9,2,162.6,34,87,44,21,Cloudy,24.8,0,61,58,50,42,38,32,0.951,0.84,0.905,0.905,6,0.158,0.525,3779.62,5.63,120.12,180.16,12.910251,77.639594,8986d88653bffff,No Event,No Event,0.0
31-01-2024,14:30,Basavanagudi,Gandhi Bazaar Main Road,254,48.9,1.23,13.9,5.1,0,152.8,5,91,88,28,Clear,29.6,0,256,243,179,151,149,124,0.949,0.844,0.987,0.987,25,0.168,0.484,18927.38,3.21,117.51,398.04,12.941844,77.570185,8986dd49a57ffff,NH7 Weekender  Basavanagudi,Concert,0.52
31-01-2024,14:45,Ulsoor,Ulsoor Lake Road,112,53.2,1.13,9.9,2.2,0,153.8,21,86,54,21,Storm,20.9,0,428,406,373,354,307,271,0.949,0.949,0.867,0.867,36,0.117,0.633,25019.55,3.82,84.48,1035.22,12.983273,77.617488,8986d886ecfffff,City Cultural Event  Ulsoor,Sports,0.61
31-01-2024,17:00,Indiranagar,Old Madras Road,632,45.5,1.32,20.5,12.6,1,142.8,47,84,41,49,Clear,31.6,0,525,483,469,449,393,352,0.92,0.957,0.875,0.875,41,0.104,0.67,92397.03,4.58,135.87,1612.16,12.97664,77.646643,8986d887137ffff,City Cultural Event  Indiranagar,Sports,0.68
31-01-2024,17:15,Yeshwanthpur,Orion Mall Road,684,40.2,1.49,23.8,13.7,0,175.7,22,95,27,7,Clear,29.7,0,254,216,199,164,119,102,0.85,0.824,0.726,0.726,17,0.143,0.402,6390.04,7.84,156.47,799.68,13.021283,77.553891,8986d8b3443ffff,No Event,No Event,0.0
31-01-2024,18:45,Ulsoor,Cambridge Layout Road,589,52.1,1.15,16.6,11.8,0,151.9,50,85,37,16,Cloudy,24.4,0,50,44,42,34,31,27,0.88,0.81,0.912,0.912,4,0.129,0.54,2583.88,4.86,87.12,131.22,12.978999,77.624157,8986d8845c3ffff,Neighborhood Event  Ulsoor,No Event,0.07
31-01-2024,20:15,Yeshwanthpur,Yeshwanthpur Circle,1014,49.5,1.21,23.4,20.3,2,151.9,40,97,53,30,Clear,28.4,0,332,307,299,280,180,144,0.925,0.936,0.643,0.643,36,0.2,0.434,29973.56,8.05,134.17,1159.2,13.022581,77.549194,8986d884b13ffff,Startup Expo  Yeshwanthpur,Exhibition,0.66
31-01-2024,22:45,Rajajinagar,Chord Road,208,41.5,1.45,17.0,4.2,0,172.4,16,81,68,37,Rain,20.8,0,360,338,276,233,187,167,0.939,0.844,0.803,0.803,20,0.107,0.464,27769.93,5.7,109.68,951.9,12.992372,77.551166,8986dd49d67ffff,Folk Dance Evening  Rajajinagar,Cultural,0.59
01-02-2024,09:30,HSR Layout,17th Cross Road,648,62.1,1.0,12.4,13.0,0,145.0,21,85,29,22,Clear,32.3,0,360,339,328,273,241,237,0.942,0.832,0.883,0.883,4,0.017,0.658,22655.08,2.53,94.4,599.61,12.910251,77.639594,8986d88653bffff,No Event,No Event,0.0
01-02-2024,14:00,Electronic City,Hosur Road,179,54.0,1.11,10.3,3.6,0,144.3,17,84,88,40,Clear,29.3,0,41,39,35,33,21,19,0.951,0.943,0.636,0.636,2,0.095,0.463,808.32,7.03,158.64,133.57,12.831413,77.675142,8986d887557ffff,Major Bengaluru Event  Electronic City,Local,0.72
01-02-2024,14:30,MG Road,MG Road,342,51.9,1.16,13.5,6.8,0,158.0,29,91,86,36,Clear,29.3,1,202,192,155,133,101,88,0.95,0.858,0.759,0.759,13,0.129,0.436,9369.61,5.16,129.22,454.08,12.976004,77.606737,8986d884537ffff,No Event,No Event,0.0
01-02-2024,14:45,JP Nagar,JP Nagar 7th Phase,135,52.1,1.15,10.7,2.7,0,147.4,22,91,78,33,Clear,31.1,0,171,145,99,82,49,46,0.848,0.828,0.598,0.598,3,0.061,0.269,1570.75,6.9,108.25,317.4,12.888822,77.578922,8986d886d67ffff,No Event,No Event,0.0
01-02-2024,17:00,Basavanagudi,Gandhi Bazaar Main Road,438,57.0,1.05,12.2,8.8,0,151.7,48,90,49,39,Cloudy,24.3,0,346,301,216,176,106,94,0.87,0.815,0.602,0.602,12,0.113,0.272,5767.2,4.45,92.13,418.3,12.941844,77.570185,8986dd49a57ffff,No Event,No Event,0.0
01-02-2024,17:15,Malleshwaram,Link Road,439,55.9,1.07,12.8,8.8,1,141.4,34,94,23,9,Light Rain,23.6,0,226,207,199,167,118,112,0.916,0.839,0.707,0.707,6,0.051,0.496,5745.92,6.61,105.44,740.32,13.013509,77.577727,8986d884c07ffff,Classical Music Recital  Malleshwaram,Cultural,0.56
01-02-2024,17:45,Yeshwanthpur,Tumkur Road,479,56.2,1.07,13.1,9.6,0,152.2,1,96,44,4,Clear,28.4,0,552,474,414,408,256,250,0.859,0.986,0.627,0.627,6,0.023,0.453,31822.99,3.17,109.67,792.5,13.02128,77.545858,8986dd49b7bffff,Local Band Night  Yeshwanthpur,Concert,0.21
01-02-2024,18:15,Hebbal,Hebbal Flyover,957,39.9,1.5,27.5,19.1,1,174.6,16,82,48,7,Clear,29.3,0,370,349,225,207,187,170,0.943,0.92,0.903,0.903,17,0.091,0.459,6694.85,3.13,112.68,532.1,13.037922,77.589715,8986d886817ffff,City Cultural Event  Hebbal,Local,0.55
01-02-2024,18:45,Basavanagudi,Gandhi Bazaar Main Road,547,52.7,1.14,15.8,10.9,1,153.0,25,98,37,23,Fog,19.0,0,390,355,300,288,245,219,0.91,0.96,0.851,0.851,26,0.106,0.562,26826.19,5.11,125.94,1119.09,12.941844,77.570185,8986dd49a57ffff,Neighborhood Event  Basavanagudi,No Event,0.01
01-02-2024,20:30,Jayanagar,South End Circle,621,43.4,1.38,21.4,12.4,0,151.3,29,94,26,8,Fog,19.5,1,664,578,369,357,353,342,0.87,0.967,0.989,0.989,11,0.031,0.515,94717.19,8.32,149.81,2845.44,12.925111,77.587405,8986dd49ec7ffff,"Global Music Festival  Koramangala Indoor Stadium, Jayanagar",Concert,0.74
02-02-2024,09:15,MG Road,MG Road,764,49.6,1.21,20.1,15.3,1,139.9,26,83,91,20,Clear,32.8,0,999,960,637,617,531,523,0.961,0.969,0.861,0.861,8,0.015,0.524,127730.0,3.26,122.44,1704.98,12.976004,77.606737,8986d884537ffff,"Bengaluru Tech Summit  Palace Grounds, MG Road",Exhibition,0.9
02-02-2024,09:15,Yeshwanthpur,Orion Mall Road,680,55.0,1.09,16.3,13.6,0,142.1,33,84,86,37,Clear,32.5,0,395,369,327,322,173,132,0.934,0.985,0.537,0.537,41,0.237,0.334,16005.3,6.12,106.56,807.84,13.021283,77.553891,8986d8b3443ffff,No Event,No Event,0.0
02-02-2024,10:30,JP Nagar,JP Nagar 7th Phase,794,44.1,1.36,23.3,15.9,1,180.6,16,86,94,11,Clear,32.5,0,51,45,36,28,20,14,0.882,0.778,0.714,0.714,6,0.3,0.275,1027.59,2.7,106.43,37.8,12.888822,77.578922,8986d886d67ffff,No Event,No Event,0.0
02-02-2024,14:30,HSR Layout,17th Cross Road,204,56.3,1.07,9.5,4.1,1,153.2,27,86,43,19,Rain,23.4,0,481,448,407,363,313,301,0.931,0.892,0.862,0.862,12,0.038,0.626,36421.54,6.43,104.84,1935.43,12.910251,77.639594,8986d88653bffff,City Cultural Event  HSR Layout,Sports,0.41
02-02-2024,14:45,Electronic City,Wipro Gate,315,51.0,1.18,13.6,6.3,0,140.0,35,84,87,35,Cloudy,25.8,1,477,460,358,318,308,268,0.964,0.888,0.969,0.969,40,0.13,0.562,56090.94,6.74,154.01,1806.32,12.839326,77.666968,8986d894bd7ffff,Startup Expo  Electronic City,Exhibition,0.67
02-02-2024,17:00,Banashankari,Ring Road Junction,705,46.9,1.28,20.7,14.1,1,155.0,36,93,75,11,Cloudy,24.0,0,931,880,829,761,568,477,0.945,0.918,0.746,0.746,91,0.16,0.512,87758.02,3.91,128.6,1865.07,12.923679,77.568044,8986d884883ffff,Major Bengaluru Event  Banashankari,Local,0.71
02-02-2024,17:30,Marathahalli,Marathahalli Bridge,492,47.8,1.26,17.5,9.8,1,153.8,3,94,54,18,Cloudy,26.1,0,455,424,411,339,310,236,0.932,0.825,0.914,0.914,74,0.239,0.519,7564.38,3.33,87.0,785.88,12.945551,77.701383,8986d894e5bffff,No Event,No Event,0.0
02-02-2024,17:30,Whitefield,Varthur Road,1168,30.6,1.96,34.9,23.4,3,172.6,62,80,23,38,Light Rain,23.6,0,999,940,600,556,550,404,0.941,0.927,0.989,0.989,146,0.265,0.404,78793.03,4.34,88.46,1753.36,12.969941,77.75045,8986d882c0bffff,"Global Music Festival  Koramangala Indoor Stadium, Whitefield",Concert,0.78
02-02-2024,17:45,Ulsoor,Ulsoor Lake Road,403,57.2,1.05,11.6,8.1,0,159.5,25,80,90,15,Rain,22.5,0,744,708,670,596,530,466,0.952,0.89,0.889,0.889,64,0.121,0.626,122101.7,8.86,129.05,4128.76,12.983273,77.617488,8986d886ecfffff,Startup Expo  Ulsoor,Exhibition,0.63
02-02-2024,18:15,Malleshwaram,Margosa Road,822,50.8,1.18,20.3,16.4,1,153.0,40,80,94,34,Fog,19.6,1,411,358,271,249,135,122,0.871,0.919,0.542,0.542,13,0.096,0.297,6058.91,5.53,88.58,674.66,13.013137,77.573623,8986d884c6fffff,No Event,No Event,0.0
02-02-2024,18:30,Jayanagar,South End Circle,564,38.9,1.54,22.9,11.3,0,166.1,14,92,68,11,Storm,20.4,0,999,944,610,507,501,477,0.945,0.831,0.988,0.988,24,0.048,0.477,54095.17,2.66,71.55,1268.82,12.925111,77.587405,8986dd49ec7ffff,"Bengaluru Tech Summit  Palace Grounds, Jayanagar",Exhibition,0.9
02-02-2024,20:45,Hebbal,Bellary Road,858,45.1,1.33,23.6,17.2,0,141.8,26,96,88,31,Clear,29.8,0,675,591,465,432,346,337,0.876,0.929,0.801,0.801,9,0.026,0.499,53384.56,9.01,134.84,3036.37,13.033853,77.589136,8986d88412fffff,City Cultural Event  Hebbal,Sports,0.62
02-02-2024,22:00,Hebbal,Nagawara Junction,205,66.7,1.0,4.3,4.1,0,162.5,12,97,93,38,Cloudy,25.8,0,75,70,42,37,33,31,0.933,0.881,0.892,0.892,2,0.061,0.413,2576.07,3.7,84.49,114.7,13.028951,77.592978,8986dd48273ffff,No Event,No Event,0.0
02-02-2024,22:15,HSR Layout,Outer Ring Road,149,47.2,1.27,13.3,3.0,0,151.6,26,98,58,6,Storm,18.6,0,425,397,282,250,236,218,0.934,0.887,0.944,0.944,18,0.076,0.513,48775.18,6.47,138.57,1410.46,12.907089,77.636845,8986d88440bffff,Community Art Showcase  HSR Layout,Exhibition,0.38
02-02-2024,22:30,JP Nagar,Outer Ring Road,123,58.7,1.02,7.2,2.5,0,149.7,28,94,85,36,Clear,28.2,1,239,212,192,188,169,152,0.887,0.979,0.899,0.899,17,0.101,0.636,17338.17,3.47,106.71,527.44,12.891176,77.584603,8986d886867ffff,No Event,No Event,0.0
03-02-2024,00:00,Rajajinagar,Industrial Town Road,84,50.7,1.18,10.7,1.7,0,153.6,17,96,28,37,Light Rain,23.1,0,64,60,36,35,26,23,0.938,0.972,0.743,0.743,3,0.115,0.359,905.48,2.08,67.77,47.84,12.992022,77.547103,8986d8b34abffff,No Event,No Event,0.0
03-02-2024,08:15,Jayanagar,30th Cross Road,638,45.9,1.31,20.3,12.8,1,156.6,23,92,82,17,Fog,18.3,0,259,221,185,163,144,129,0.853,0.881,0.883,0.883,15,0.104,0.498,9421.52,5.81,91.19,749.49,12.925834,77.585989,8986d886877ffff,No Event,No Event,0.0
03-02-2024,09:15,Marathahalli,Outer Ring Road,461,46.8,1.28,17.6,9.2,0,151.5,30,96,59,21,Light Rain,25.3,0,165,148,93,85,82,73,0.897,0.914,0.965,0.965,9,0.11,0.442,4134.78,9.03,133.13,659.19,12.951012,77.696949,8986d880d77ffff,Karaga Festival Parade  Marathahalli,Cultural,0.8
03-02-2024,09:45,Koramangala,Intermediate Ring Road,1678,48.6,1.23,32.5,33.6,1,137.7,57,99,23,38,Cloudy,25.6,0,527,488,464,436,356,272,0.926,0.94,0.817,0.817,84,0.236,0.516,83808.21,9.07,173.07,2467.04,12.929295,77.613727,8986d886ccfffff,Major Bengaluru Event  Koramangala,Local,0.77
03-02-2024,14:15,Rajajinagar,Chord Road,336,53.2,1.13,12.8,6.7,0,147.1,20,94,55,40,Storm,21.4,1,421,386,334,315,311,267,0.917,0.943,0.987,0.987,44,0.141,0.634,60707.74,6.36,132.74,1698.12,12.992372,77.551166,8986dd49d67ffff,NH7 Weekender  Rajajinagar,Concert,0.54
03-02-2024,14:45,Jayanagar,30th Cross Road,271,59.0,1.02,9.0,5.4,1,161.7,17,94,21,33,Clear,29.7,0,54,46,43,38,27,20,0.852,0.884,0.711,0.711,7,0.259,0.37,1975.22,7.21,133.22,144.2,12.925834,77.585989,8986d886877ffff,No Event,No Event,0.0
03-02-2024,17:30,JP Nagar,Bannerghatta Road,489,31.6,1.9,25.6,9.8,0,167.8,19,83,61,22,Clear,29.4,0,491,429,317,263,210,151,0.874,0.83,0.798,0.798,59,0.281,0.308,19780.32,4.75,124.84,717.25,12.888332,77.587358,8986d886a2bffff,No Event,No Event,0.0
