zone,Datetime,Completed Trips,Traffic Volume,Average Speed,Congestion Level,Temperature,Drivers' Earnings,Distance Travelled (km),event importance,Bookings,event type
8986d8845c3ffff,2024-08-02 17:45:00,379.0,1272.33414011884,43.6,34.022485470442675,28.8,40733.01,1334.08,0.53,737.6103543685097,Concert
8986d8845c3ffff,2024-08-05 17:45:00,387.0,1223.1729259373062,43.256,35.796142529191734,28.564,36326.005,1272.116,0.539,635.4741625958317,Concert
8986d8845c3ffff,2024-08-10 10:00:00,118.0,1654.1204163332773,50.78,31.4252877084304,30.643,5607.075,496.244,0.647,180.3433580740227,Concert
8986d8845c3ffff,2024-08-11 10:00:00,97.0,1731.6874308369092,51.1,38.21277691073233,30.7,4498.01,498.58,0.63,158.10032996994175,Concert
8986d8845c3ffff,2024-08-11 17:45:00,360.0,1271.3259306762843,44.035,34.70692890916398,29.185,40426.867,1384.571,0.544,838.6127526525979,Concert
8986d8845c3ffff,2024-08-17 10:00:00,104.0,1781.6849975269583,51.355,29.498930616775123,30.625,2438.093,455.136,0.634,170.28178294623297,Concert
8986d8845c3ffff,2024-08-18 09:15:00,162.5,481.5,45.307,18.930500000000002,25.1785,9179.381000000001,855.1935,0.1235,185.5,Local
8986d8845c3ffff,2024-08-25 09:15:00,161.0,452.0,45.478,19.457,25.228,13118.602,790.78,0.149,183.0,Local
8986d8845c3ffff,2024-08-28 08:30:00,5.0,463.0,48.78,16.152,18.457,2202.129,134.22,0.0,36.0,No Event
8986d8845c3ffff,2024-08-28 10:45:00,385.0,1764.9001427056514,46.704,35.25624089600946,21.995,90074.706,3114.462,0.609,584.7753498798543,Sports
8986d8845c3ffff,2024-09-02 08:30:00,24.0,469.0,49.636,16.562,18.675,56.796,207.512,0.0,6.0,No Event
8986d8845c3ffff,2024-09-04 10:30:00,17.0,833.0,34.584,29.32,22.286,460.462,55.814,0.0,27.0,No Event
8986d8845c3ffff,2024-09-06 22:00:00,38.0,80.0,51.03,11.735,29.674,0.0,122.212,0.0,58.0,No Event
8986d8845c3ffff,2024-09-07 17:45:00,174.0,970.201168671751,40.9,33.301853500860155,25.4,25185.31,843.9,0.53,243.07711883637097,Concert
8986d8845c3ffff,2024-09-08 10:45:00,384.0,1789.3891746743263,45.3,41.53966872520101,22.4,95171.71,3102.72,0.64,676.8986979268063,Sports
8986d8845c3ffff,2024-09-08 22:00:00,61.0,140.0,50.293,10.895,29.457,5097.537,116.482,0.0,65.0,No Event
8986d8845c3ffff,2024-09-09 22:00:00,40.0,95.0,50.4,11.0,29.7,3825.71,122.8,0.0,58.0,No Event
8986d8845c3ffff,2024-09-10 08:30:00,13.0,449.0,49.4,16.1,18.5,1340.91,37.05,0.0,14.0,No Event
8986d8845c3ffff,2024-09-10 10:30:00,26.0,849.0,34.382,29.781,21.272,968.476,4.882,0.0,33.0,No Event
8986d8845c3ffff,2024-09-10 17:45:00,180.5,1024.4499422810968,40.9385,31.692444031859495,25.200499999999998,24561.3215,795.571,0.538,243.35605687909688,Concert
8986d8845c3ffff,2024-09-11 14:15:00,115.0,361.69065490371537,51.336,18.53402076183704,22.345,12380.128,331.051,0.491,161.65093975510212,Sports
8986d8845c3ffff,2024-09-14 10:30:00,17.0,853.0,34.3,28.9,21.9,1012.36,40.97,0.0,24.0,No Event
8986d8845c3ffff,2024-09-14 22:00:00,68.0,104.0,50.785,11.244,29.507,2650.693,109.739,0.018,61.0,No Event
8986d8845c3ffff,2024-09-15 14:15:00,105.0,345.54831860137006,51.2,15.248870774289168,21.9,13091.25,260.4,0.53,168.882794573201,Sports
8986d8845c3ffff,2024-09-17 10:30:00,13.0,859.0,34.736,29.343,21.606,0.0,0.0,0.002,23.0,No Event
8986d8845c3ffff,2024-09-22 14:15:00,85.0,391.411386328836,51.752,18.726797074857277,21.5,12203.96,328.017,0.54,206.4921579543069,Sports
8986d8845c3ffff,2024-09-22 22:00:00,51.0,95.0,50.42,10.842,29.881,4474.164,217.316,0.0,62.0,No Event
8986d8845c3ffff,2024-09-24 08:45:00,22.0,1254.009540308764,42.995,29.752645316221702,33.054,1203.524,39.269,0.394,68.27282542234923,Local
8986d8845c3ffff,2024-10-03 08:45:00,20.0,1267.424123478162,42.1,34.4195693276921,32.6,2682.29,59.8,0.44,35.02832177857154,Local
8986d8845c3ffff,2024-10-14 00:15:00,75.5,137.1027223005401,45.521,16.47390533330161,19.0135,8793.69,208.587,0.3635,104.38436487147482,Sports
8986d8845c3ffff,2024-10-16 08:45:00,18.0,1315.3538082373325,42.275,33.82906411583765,32.569,3857.562,147.21,0.442,42.22927688319374,Local
8986d8845c3ffff,2024-10-17 00:15:00,87.0,79.33184476075232,45.268,19.177514052891038,18.484,7123.842,346.084,0.359,121.79752381356528,Sports
8986d8845c3ffff,2024-10-21 00:15:00,88.0,114.0247036970193,45.895,15.013261320217714,18.745,4813.798,317.744,0.359,104.79227426491391,Sports
8986d8845c3ffff,2024-10-21 20:00:00,88.0,1064.6492669555576,42.3,33.93897552619738,24.0,9558.88,812.24,0.72,158.5557958165034,Local
8986d8845c3ffff,2024-10-24 00:15:00,88.0,160.90546078017798,45.777,18.752831495778,19.271,6454.219,175.95,0.366,143.9366021680204,Sports
8986d8845c3ffff,2024-10-27 22:00:00,40.0,263.0,52.278,12.234,25.382,4339.456,216.074,0.0,38.0,No Event
8986d8845c3ffff,2024-10-29 20:00:00,87.0,1095.128693842984,43.112,30.71131489937613,24.328,7806.081,900.677,0.704,199.37110298918236,Local
8986d8845c3ffff,2024-11-02 22:00:00,48.0,222.0,52.5,11.6,25.4,5077.37,183.84,0.0,56.0,No Event
8986d8845c3ffff,2024-11-06 22:00:00,42.0,398.09440546524223,42.6,23.56850368087789,22.6,5346.99,273.42,0.89,77.65096782479979,Concert
8986d8845c3ffff,2024-11-14 20:30:00,171.0,941.7227682919952,36.3,29.82334096433777,30.2,7697.41,685.71,0.4,341.201730512727,Exhibition
8986d8845c3ffff,2024-11-16 20:00:00,93.0,672.0,50.8,18.3,32.0,9801.63,533.82,0.0,107.0,No Event
8986d8845c3ffff,2024-11-20 20:00:00,91.0,638.0,50.298,17.383,32.173,7135.883,594.371,0.0,108.0,No Event
8986d8845c3ffff,2024-11-20 22:00:00,21.0,356.8777657115446,43.297,23.426216181767565,22.574,5080.158,245.708,0.884,59.96456048403794,Concert
8986d8845c3ffff,2024-11-23 18:00:00,121.0,1165.262311500194,54.8,27.227698273355664,30.4,19208.04,398.09,0.78,196.750107908759,Exhibition
8986d8845c3ffff,2024-11-25 20:30:00,170.0,909.4585172910676,36.805,29.121104952023668,30.392,5848.03,840.385,0.415,353.3565054404182,Exhibition
8986d8845c3ffff,2024-11-27 22:15:00,41.0,164.99085229287743,55.466,11.75944419539508,21.012,1163.06,71.155,0.873,44.103930669923805,Local
8986d8845c3ffff,2024-12-02 10:45:00,213.0,1307.3719366757937,40.246,41.76327322822508,23.087,38055.248,792.483,0.549,343.3500315583975,Sports
8986d8845c3ffff,2024-12-03 10:45:00,211.0,1261.7066236845803,40.5,30.8882956384359,23.3,38052.24,723.73,0.58,291.0138804867665,Sports
8986d8845c3ffff,2024-12-04 18:15:00,181.0,764.8531248286714,44.5,27.524300284257546,20.1,20669.2,944.82,0.24,301.6985919620033,Sports
8986d8845c3ffff,2024-12-09 22:15:00,27.0,251.4821698236474,56.4,13.375675807921263,20.8,1608.11,109.35,0.87,52.98598648919522,Local
8986d8845c3ffff,2024-12-12 08:15:00,182.0,809.0,49.964,20.223,25.692,24202.835,817.871,0.084,185.0,Local
8986d8845c3ffff,2024-12-15 09:15:00,149.0,1424.7664795319347,40.412,36.410523482844766,27.901,2997.226,937.104,0.5,241.2294415098108,Local
8986d8845c3ffff,2024-12-19 18:45:00,58.0,486.0,48.9,16.9,26.7,6543.08,144.42,0.08,65.0,No Event
8986d8845c3ffff,2024-12-19 22:15:00,11.0,204.15862819915432,55.727,13.23564168666262,20.983,0.0,208.522,0.902,28.984400313207303,Local
8986d8845c3ffff,2024-12-20 09:15:00,142.0,1424.5896686900523,39.5,31.91428083008213,28.3,5855.86,923.0,0.56,306.2282470341768,Local
8986d8845c3ffff,2024-12-21 00:45:00,70.0,127.0,51.0,11.2,29.1,2111.0,492.8,0.0,75.0,No Event
8986d8845c3ffff,2024-12-25 08:15:00,188.0,766.0,49.921,20.807,25.692,18521.082,888.176,0.061,162.0,Local
8986d8845c3ffff,2024-12-26 08:15:00,161.0,818.0,49.5,20.9,25.4,20940.35,941.85,0.06,167.0,Local
8986d8845c3ffff,2024-12-28 00:45:00,79.0,68.0,51.31,10.844,29.017,4246.89,543.68,0.006,53.0,No Event
8986d8845c3ffff,2025-01-08 14:15:00,163.0,345.1104024984423,58.062,16.48489118515853,27.679,44297.933,1362.834,0.573,304.22126478096607,Cultural
8986d8845c3ffff,2025-01-15 00:30:00,179.0,234.8274930174861,50.6,17.97303396386295,32.6,39045.01,837.72,0.82,333.3167138923482,Exhibition
8986d8845c3ffff,2025-01-16 14:15:00,168.0,374.0632716071279,58.8,12.507729006235468,27.7,46093.38,1307.04,0.58,264.97316868176154,Cultural
8986d8845c3ffff,2025-01-21 14:30:00,151.0,346.1299787914924,60.3,8.575215186808421,28.6,20541.88,949.79,0.25,251.93066674901175,Local
8986d8845c3ffff,2025-01-24 08:30:00,47.0,1449.237407687607,37.83,41.55875758978304,24.209,6062.043,421.737,0.653,77.9565531466164,Sports
8986d8845c3ffff,2025-01-25 09:15:00,55.0,1225.8401523704956,45.9,34.83741314994134,25.3,2885.17,222.75,0.78,124.2057962504978,Exhibition
8986d8845c3ffff,2025-01-31 14:30:00,153.0,289.8022015100748,60.286,10.147535178716549,28.269,18544.692,850.677,0.233,226.71866306275933,Local
8986d8845c3ffff,2025-02-03 08:30:00,50.0,1486.4504860050004,38.0,38.90620178626923,24.3,6440.03,412.0,0.59,94.43842121729963,Sports
8986d8845c3ffff,2025-02-11 09:45:00,50.0,711.0,40.422,24.57,24.796,2478.348,239.656,0.0,84.0,No Event
8986d8845c3ffff,2025-02-15 08:30:00,59.0,1482.3662339877576,38.631,38.32247327745184,24.044,4391.94,338.781,0.625,67.90535538771671,Sports
8986d8845c3ffff,2025-02-17 09:45:00,70.0,723.0,40.9,23.9,24.7,6323.07,420.0,0.0,82.0,No Event
8986d8845c3ffff,2025-02-19 22:45:00,120.0,405.54095459785214,49.299,21.37655286032692,19.274,8722.597,751.649,0.575,177.53616658321894,Local
8986d8845c3ffff,2025-02-22 18:15:00,97.0,653.0,53.82,17.263,22.11,7607.952,326.116,0.199,109.0,Sports
8986d8845c3ffff,2025-02-28 09:45:00,60.0,719.0,40.373,23.72,24.506,5333.949,409.423,0.0,78.0,No Event
8986d8845c3ffff,2025-03-03 09:45:00,63.0,732.0,41.561,24.061,25.021,6328.718,613.101,0.039,110.0,No Event
8986d8845c3ffff,2025-03-04 09:15:00,99.0,992.676053847466,41.284,35.856263602823965,24.788,10731.003,466.801,0.525,106.13527792200988,Concert
8986d8845c3ffff,2025-03-04 22:45:00,116.0,472.79010459624914,49.2,20.58616334543363,19.2,6243.1,756.32,0.6,245.63838097971023,Local
8986d8845c3ffff,2025-03-05 10:45:00,237.0,851.9937033891291,48.7,23.75175884567856,31.1,48639.97,1585.53,0.5,402.5316819232056,Local
8986d8845c3ffff,2025-03-06 09:15:00,89.0,947.0717592526292,41.2,32.778946150070745,24.5,12932.75,436.1,0.55,158.97835364020867,Concert
8986d8845c3ffff,2025-03-06 18:15:00,85.0,726.917070984711,52.7,18.51071828062031,22.4,6581.71,451.35,0.22,143.65261222868455,Sports
8986d8845c3ffff,2025-03-06 22:00:00,74.0,219.29934347068595,49.8,13.42898214968907,18.1,4966.03,265.66,0.39,119.17308732284108,Sports
8986d8845c3ffff,2025-03-13 22:00:00,82.0,235.67606699824373,50.197,15.87751668153455,17.59,4675.048,336.818,0.406,123.61233331237322,Sports
8986d8845c3ffff,2025-03-14 08:30:00,218.0,1151.3033597642664,52.499,21.90411649964874,29.878,37214.565,1047.723,0.352,298.8946406699328,Cultural
8986d8845c3ffff,2025-03-15 08:30:00,216.0,1138.879268915477,51.425,25.98914478990136,28.843,29606.953,1032.448,0.345,410.5181664518321,Cultural
8986d8845c3ffff,2025-03-15 20:45:00,174.0,896.9309953788809,55.2,19.806249440799338,24.7,6086.22,574.2,0.41,263.2113817989991,Cultural
8986d8845c3ffff,2025-03-16 22:00:00,60.0,202.51181737883476,49.541,17.01765286220305,17.838,5716.729,274.285,0.421,96.40227612907928,Sports
8986d8845c3ffff,2025-03-17 22:45:00,118.0,535.0292483953408,49.482,18.67419711454042,19.047,3724.86,775.104,0.59,206.41650137449247,Local
8986d8845c3ffff,2025-03-20 00:45:00,89.0,196.0,56.7,9.2,24.3,8010.19,239.41,0.0,106.0,No Event
8986d8845c3ffff,2025-03-21 08:30:00,227.0,1195.6748930144624,52.5,28.210362281307145,29.9,31095.36,1060.09,0.36,318.7000602475861,Cultural
8986d8845c3ffff,2025-04-02 08:30:00,229.0,1178.2932740014946,51.929,29.79088479205597,29.76,35522.929,968.641,0.336,334.0515041098594,Cultural
8986d8845c3ffff,2025-04-06 08:45:00,308.0,1105.0334881036504,46.395,26.33899387192204,24.61,44388.323,1680.728,0.549,497.7964422995333,Cultural
8986d8845c3ffff,2025-04-14 09:15:00,139.0,665.9258874255681,46.3,22.39793366171248,31.0,14784.06,469.82,0.59,235.2508825359193,Local
8986d8845c3ffff,2025-04-15 08:45:00,307.0,971.9050314777908,45.8,28.91932139293972,24.4,46258.76,1725.34,0.61,460.2119659020937,Cultural
8986d8845c3ffff,2025-04-19 09:15:00,160.0,594.6950762565076,45.431,19.698704937894256,31.208,17220.841,436.626,0.609,197.71637492385744,Local
8986d8845c3ffff,2025-04-21 18:30:00,38.0,494.0,43.873,19.139,24.952,4705.968,279.243,0.0,55.0,No Event
8986d8845c3ffff,2025-04-25 18:30:00,44.0,478.0,44.3,19.1,24.6,4032.93,281.16,0.0,55.0,No Event
8986d8845c3ffff,2025-04-27 18:30:00,33.0,802.0,51.703,20.919,27.648,3755.093,64.366,0.082,32.0,No Event
8986d8845c3ffff,2025-04-28 08:15:00,42.0,913.2055793294044,56.7,16.821980096665065,29.8,3227.71,341.46,0.69,84.1745814561609,Exhibition
8986d8845c3ffff,2025-05-04 14:30:00,134.0,314.4808527305029,54.7,13.170134204269274,29.2,32577.81,888.42,0.52,251.56751347499815,Concert
8986d8845c3ffff,2025-05-07 18:00:00,34.0,347.0,55.273,11.242,32.445,0.0,86.391,0.0,25.0,No Event
8986d8845c3ffff,2025-05-07 18:30:00,24.0,820.0,51.1,20.1,27.9,1883.15,65.52,0.08,29.0,No Event
8986d8845c3ffff,2025-05-13 14:30:00,158.0,383.1240656043317,53.728,12.001885903736628,28.938,33521.112,882.455,0.554,301.0400468909276,Concert
8986d8845c3ffff,2025-05-13 17:00:00,33.0,558.0,47.1,18.7,32.0,1415.38,84.15,0.0,40.0,No Event
8986d8845c3ffff,2025-05-13 18:00:00,26.0,336.0,55.4,11.7,32.7,1497.6,140.92,0.0,31.0,No Event
8986d8845c3ffff,2025-05-18 20:00:00,20.0,357.0,46.64,15.763,20.29,3489.145,0.0,0.0,18.0,No Event
8986d8845c3ffff,2025-05-19 20:00:00,5.0,368.0,47.1,16.2,20.8,495.65,26.55,0.0,7.0,No Event
8986d8845c3ffff,2025-05-26 20:00:00,5.0,358.0,46.141,15.549,20.657,0.0,0.0,0.004,13.0,No Event
8986d8845c3ffff,2025-05-28 14:00:00,141.0,302.698024265005,63.112,6.360314164756205,27.755,20822.096,355.239,0.744,275.9285016965661,Sports
8986d8845c3ffff,2025-06-01 14:00:00,137.0,234.37996206294108,63.7355,7.26591377819806,27.7145,18432.5615,353.89,0.7404999999999999,257.2918670444165,Sports
8986d8845c3ffff,2025-06-06 09:15:00,95.0,991.0,46.069,26.361,18.091,6194.944,279.471,0.015,113.0,No Event
8986d8845c3ffff,2025-06-10 09:15:00,126.0,1019.0,46.119,25.287,18.839,5940.073,213.603,0.009,115.0,No Event
8986d8845c3ffff,2025-06-17 22:15:00,87.0,83.0,51.208,10.009,28.865,8601.49,170.903,0.001,81.0,No Event
8986d8845c3ffff,2025-06-18 09:15:00,107.0,1050.0,45.8,25.8,18.5,6003.46,309.23,0.0,113.0,No Event
8986d8845c3ffff,2025-06-19 22:15:00,67.0,67.0,51.079,9.755,28.536,9689.969,157.988,0.0,87.0,No Event
8986d8845c3ffff,2025-06-21 08:00:00,266.0,1135.66038328645,53.531,26.20444228749828,32.601,52352.186,1625.872,0.378,332.4231983105678,Cultural
8986d8845c3ffff,2025-06-25 17:15:00,131.0,635.0,45.966,20.238,27.848,6377.339,292.137,0.0,105.0,No Event
8986d8845c3ffff,2025-06-27 09:15:00,110.0,1048.0,45.556,26.168,18.834,3003.524,173.388,0.046,118.0,No Event
8986d8845c3ffff,2025-06-27 22:15:00,79.0,75.0,51.4,10.3,28.8,8761.07,169.06,0.0,82.0,No Event
8986d8845c3ffff,2025-06-29 08:00:00,255.0,1065.5485032825975,53.203,25.5561280741246,31.912,49710.994,1696.971,0.376,374.32257292632846,Cultural
8986d8845c3ffff,2025-06-30 17:15:00,110.0,632.0,45.6,20.4,28.2,8245.58,325.6,0.0,123.0,No Event
8986d8845c3ffff,2025-07-01 09:15:00,100.0,1068.0,46.292,26.091,18.55,5964.408,359.196,0.016,122.0,No Event
8986d8845c3ffff,2025-07-01 22:15:00,71.0,75.0,51.445,10.902,28.902,6582.535,173.498,0.0,113.0,No Event
8986d8845c3ffff,2025-07-04 08:00:00,259.0,1006.7925388212028,52.4,21.162155913736893,32.5,47521.46,1686.09,0.38,308.30535929607106,Cultural
8986d8845c3ffff,2025-07-07 22:15:00,79.0,115.0,50.929,10.008,28.962,10518.908,228.941,0.0,55.0,No Event
8986d8845c3ffff,2025-07-14 08:00:00,263.0,1033.9857007467429,52.496,23.730877362893008,31.46,47549.033,1585.801,0.381,358.1930373255396,Cultural
8986d8845c3ffff,2025-07-16 08:00:00,255.0,1136.660382843447,53.432,24.3345950927553,32.746,48065.326,1639.598,0.389,330.0033772809049,Cultural
8986d8845c3ffff,2025-07-18 10:00:00,96.0,1031.0,49.387,24.429,19.006,7304.966,231.215,0.04,121.0,No Event
8986d8845c3ffff,2025-07-24 20:00:00,279.0,655.9822050650456,54.8,19.43444812547192,31.7,49445.48,1950.21,0.6,490.4058710754264,Sports
8986d8845c3ffff,2025-07-25 10:00:00,95.0,1048.0,49.0,24.1,18.5,8836.38,323.0,0.0,110.0,No Event
8986d8845c3ffff,2025-07-25 20:30:00,46.0,775.0,51.573,19.112,19.889,3949.651,531.948,0.033,76.0,No Event
8986d8845c3ffff,2025-07-27 09:00:00,480.0,1367.3945764749064,39.0,33.66954417633549,22.7,118253.86,4353.6,0.74,846.6450935122234,Concert
8986d8845c3ffff,2025-07-27 22:15:00,175.0,178.67758488926577,47.1,16.2198838011182,25.1,26548.29,444.5,0.61,345.626174177604,Concert
8986d8845c3ffff,2025-07-29 18:45:00,90.0,426.6172211995079,51.7,17.243775001562813,20.7,8735.35,231.3,0.37,139.6716888508813,Exhibition
8986d8845c3ffff,2025-08-01 14:00:00,191.0,146.35698452028126,48.3,14.108148620920424,29.5,46398.69,1262.51,0.63,306.0633986204533,Local
8986d8845c3ffff,2025-08-05 14:00:00,181.0,103.36231026947678,47.393,18.81480878613756,29.435,45120.623,1310.496,0.582,289.53066045833714,Local
8986d8845c3ffff,2025-08-05 20:30:00,58.0,763.0,51.5,19.2,20.2,4404.87,435.58,0.0,80.0,No Event
8986d8845c3ffff,2025-08-08 09:00:00,481.0,1475.6677132626362,37.98,35.65158133998823,23.319,120971.872,4411.475,0.729,963.016176757528,Concert
8986d8845c3ffff,2025-08-14 20:30:00,31.0,742.0,51.896,19.107,20.475,3069.985,382.925,0.0,75.0,No Event
8986d8845c3ffff,2025-08-19 22:45:00,66.0,212.10245460023907,48.42,16.502881298028882,23.272,4604.04,290.784,0.268,74.2033061640626,Local
8986d8845c3ffff,2025-08-26 14:45:00,298.0,91.3642662415393,50.838,14.878431421966784,22.727,60510.964,1802.253,0.805,410.0573308468744,Sports
8986d8845c3ffff,2025-08-30 17:30:00,100.0,518.0,58.322,11.856,26.513,9184.36,615.668,0.022,80.0,No Event
8986d8845c3ffff,2025-09-01 17:30:00,98.0,457.0,58.3,11.8,26.4,7666.2,709.52,0.0,102.0,No Event
8986d8845c3ffff,2025-09-01 22:45:00,44.0,231.96104967921733,48.0,13.6572390100666,23.0,2587.01,266.2,0.27,71.6134216865648,Local
8986d8845c3ffff,2025-09-06 14:15:00,26.0,87.0,56.4,7.9,23.7,1982.04,56.42,0.0,35.0,No Event
8986d8845c3ffff,2025-09-07 14:45:00,302.0,118.55572815447486,51.1,13.346050462305932,22.9,61720.66,1812.0,0.78,548.571249828452,Sports
8986d8845c3ffff,2025-09-14 14:15:00,8.0,26.0,55.841,8.644,23.145,1747.34,70.353,0.04,12.0,No Event
8986d8845c3ffff,2025-09-26 20:45:00,205.5,618.5,47.3,19.501,24.094,20379.082000000002,1595.908,0.0245,233.5,No Event
8986d8845c3ffff,2025-10-02 20:45:00,221.0,602.0,46.8,19.4,24.1,21653.07,1635.4,0.0,224.0,No Event
8986d8845c3ffff,2025-10-25 10:15:00,40.0,818.0,42.263,25.566,24.504,2329.109,247.618,0.0,64.0,No Event
8986d8845c3ffff,2025-11-02 10:15:00,7.0,680.0,57.0,15.3,27.3,839.44,25.34,0.0,10.0,No Event
8986d8845c3ffff,2025-11-02 17:00:00,46.0,662.0,50.0,18.6,27.5,4055.4,318.32,0.0,56.0,No Event
8986d8845c3ffff,2025-11-03 10:15:00,44.0,839.0,41.5,25.2,24.4,4715.68,271.92,0.0,46.0,No Event
8986d8845c3ffff,2025-11-04 10:15:00,39.0,807.0,41.352,24.433,24.454,2536.301,370.066,0.0,57.0,No Event
8986d8845c3ffff,2025-11-05 17:15:00,87.0,577.0,44.0,20.5,29.6,5167.22,253.17,0.0,104.0,No Event
8986d8845c3ffff,2025-11-11 17:00:00,40.0,684.0,51.334,18.489,27.662,4459.223,241.903,0.026,80.0,No Event
8986d8845c3ffff,2025-11-12 10:15:00,15.0,653.0,57.058,15.818,26.881,3058.987,127.879,0.068,13.0,No Event
8986d8845c3ffff,2025-12-04 09:15:00,107.0,1193.8444593433285,56.8,21.4267949264214,25.7,6553.99,805.71,0.74,176.7569019860225,Concert
8986d88460fffff,2023-12-27 00:45:00,52.0,120.0,55.421,9.842,28.996,3354.609,59.062,0.036,71.0,No Event
8986d88460fffff,2023-12-27 08:15:00,123.0,784.0,45.689,23.38,31.049,13702.664,665.011,0.008,156.0,No Event
8986d88460fffff,2023-12-30 20:00:00,393.0,1876.9703752458656,40.381,40.5540999398009,23.0,80926.738,3191.892,0.874,670.9831071122013,Concert
8986d88460fffff,2024-01-07 00:45:00,53.0,83.0,55.6,8.3,29.2,3690.27,134.62,0.01,73.0,No Event
8986d88460fffff,2024-01-09 08:15:00,120.0,753.0,45.2,22.2,30.9,15962.0,576.0,0.0,148.0,No Event
8986d88460fffff,2024-01-11 17:15:00,540.0,646.4586504340319,52.119,19.18749969077133,17.683,103389.888,4180.123,0.221,874.1346596026177,Local
8986d88460fffff,2024-01-12 17:15:00,555.0,641.9369413974001,50.894,16.72834034265914,17.721,103947.833,4108.721,0.261,705.2364103942293,Local
8986d88460fffff,2024-01-13 20:00:00,379.0,1767.80806836398,40.6,41.14568984473281,22.6,77317.41,2948.62,0.89,813.0238626810093,Concert
8986d88460fffff,2024-01-15 08:15:00,119.0,764.0,45.415,22.762,30.869,15602.28,622.06,0.0,135.0,No Event
8986d88460fffff,2024-01-18 17:15:00,546.0,669.4676825408285,52.6,15.387556457225264,18.0,102634.84,4084.08,0.25,849.9784972286519,Local
8986d88460fffff,2024-01-23 18:00:00,247.0,489.0,43.7,19.5,20.5,41428.96,1593.15,0.0,279.0,No Event
8986d88460fffff,2024-01-23 20:00:00,381.0,2086.501527107962,39.64,48.64516560912704,23.018,76805.788,2917.941,0.914,968.6569063712628,Concert
8986d88460fffff,2024-01-24 18:00:00,244.0,427.0,44.39,19.035,20.176,42143.394,1565.511,0.0,273.0,No Event
8986d88460fffff,2024-01-28 08:15:00,431.0,1101.0,39.3,29.7,31.8,34450.6,2728.23,0.0,443.0,No Event
8986d88460fffff,2024-01-28 14:30:00,177.0,114.0,56.4,8.3,31.0,18892.89,1256.7,0.0,193.0,No Event
8986d88460fffff,2024-01-28 17:15:00,552.0,568.0,52.726,16.123,18.079,103166.557,4202.956,0.193,708.0,Local
8986d88460fffff,2024-01-29 17:15:00,532.0,747.2566441522561,52.831,20.295468014188728,17.777,103505.458,4039.819,0.233,850.544932730829,Local
8986d88460fffff,2024-02-02 20:15:00,670.0,1373.3677241988564,41.577,37.78185304699366,21.791,152739.863,5070.926,0.751,1121.7046426286608,Sports
8986d88460fffff,2024-02-04 18:00:00,246.0,466.0,43.912,19.154,21.075,41536.07,1614.385,0.0,255.0,No Event
8986d88460fffff,2024-02-08 20:15:00,668.0,1376.9415258545612,41.454,42.9594276249812,22.029,154053.879,5156.27,0.724,1183.5045970242556,Sports
8986d88460fffff,2024-02-10 20:15:00,679.0,1219.771663709969,41.3,33.48136530361122,21.6,152627.53,5140.03,0.77,937.8030021469274,Sports
8986d88460fffff,2024-02-12 17:30:00,390.0,1697.369558261784,37.4,47.887696247530826,21.8,55588.72,1622.4,0.55,617.6020098300822,Sports
8986d88460fffff,2024-02-15 14:45:00,257.0,479.09464776197126,42.038,25.228037438865567,32.264,70338.889,2089.707,0.738,559.674414600594,Exhibition
8986d88460fffff,2024-02-17 17:30:00,381.0,1424.152723509083,38.338,35.16827723340186,22.29,51507.837,1663.88,0.543,505.3236749748197,Sports
8986d88460fffff,2024-02-18 18:45:00,60.0,1075.0,44.4,26.8,30.6,4700.24,397.8,0.0,73.0,No Event
8986d88460fffff,2024-02-19 18:15:00,101.0,478.2813622154745,51.0,18.18093016342121,18.1,5721.44,275.73,0.44,165.2133007080772,Sports
8986d88460fffff,2024-02-19 22:30:00,35.0,323.0,57.7,10.3,30.6,1067.7,84.0,0.0,37.0,No Event
8986d88460fffff,2024-02-23 17:30:00,403.0,1433.230693962894,37.418,43.94057556849169,21.697,60773.972,1540.813,0.546,505.2486387336471,Sports
8986d88460fffff,2024-02-24 17:15:00,286.0,1017.022767820665,44.4,30.76246587028097,31.4,45571.88,1209.78,0.88,609.1397393185148,Cultural
8986d88460fffff,2024-02-25 18:15:00,76.0,509.9462097839165,52.108,20.475598191470368,17.723,1710.195,206.166,0.416,167.25527211965525,Sports
8986d88460fffff,2024-02-27 14:45:00,254.0,542.691870288985,43.3,26.922385592250816,32.2,73314.99,2021.84,0.73,606.2117756927431,Exhibition
8986d88460fffff,2024-03-02 18:15:00,86.0,453.68476254741785,50.892,18.613272700223146,18.676,6136.117,391.571,0.416,167.27279682137598,Sports
8986d88460fffff,2024-03-02 18:45:00,47.0,1085.0,44.286,26.55,31.026,2307.668,294.648,0.006,63.0,No Event
8986d88460fffff,2024-03-07 17:15:00,289.0,908.7514919596092,44.961,26.810720942921023,31.199,45321.978,1168.928,0.837,559.3770754808668,Cultural
8986d88460fffff,2024-03-09 14:45:00,242.0,485.4721192812465,42.641,23.73294568087127,32.498,73257.758,2094.346,0.751,568.1525875334978,Exhibition
8986d88460fffff,2024-03-11 18:00:00,395.0,678.6465856772085,42.6,26.02971256112507,24.6,48622.44,2089.55,0.74,682.0573995543574,Sports
8986d88460fffff,2024-03-16 17:45:00,298.0,468.0,53.613,15.345,24.909,38580.743,1096.459,0.009,382.0,No Event
